ID,Sex,Team,Age,Height,Weight,Medal
12946,M,Trinidad and Tobago,26.0,176.0,75.0,Bronze
12950,M,Germany,34.0,184.0,72.0,Silver
12950,M,Germany,34.0,184.0,72.0,Gold
12950,M,West Germany,46.0,184.0,72.0,Silver
12950,M,West Germany,46.0,184.0,72.0,Gold
12951,M,Tornado,27.0,,,Silver
12966,M,United States,36.0,,,Gold
12966,M,United States,36.0,,,Bronze
12970,F,Netherlands,23.0,168.0,63.0,Gold
12970,F,Netherlands,27.0,168.0,63.0,Bronze
12976,M,Venezuela,20.0,160.0,48.0,Bronze
12981,M,Georgia,22.0,170.0,66.0,Bronze
12984,M,Germany,27.0,181.0,74.0,Silver
12984,M,Germany,31.0,181.0,74.0,Bronze
12984,M,Germany,35.0,181.0,74.0,Bronze
12993,M,Switzerland,26.0,,,Bronze
12999,M,Switzerland,31.0,191.0,88.0,Bronze
13013,M,Italy,21.0,,,Gold
13017,M,Soviet Union,25.0,205.0,105.0,Gold
13018,M,Soviet Union,30.0,173.0,64.0,Gold
13029,M,Jamaica,21.0,196.0,95.0,Gold
13029,M,Jamaica,21.0,196.0,95.0,Gold
13029,M,Jamaica,25.0,196.0,95.0,Gold
13029,M,Jamaica,25.0,196.0,95.0,Gold
13029,M,Jamaica,25.0,196.0,95.0,Gold
13029,M,Jamaica,29.0,196.0,95.0,Gold
13029,M,Jamaica,29.0,196.0,95.0,Gold
13029,M,Jamaica,29.0,196.0,95.0,Gold
13033,M,Sweden,28.0,,,Silver
13033,M,Sweden,44.0,,,Bronze
13033,M,Sweden,48.0,,,Gold
13033,M,Sweden,52.0,,,Gold
13034,M,Sweden,51.0,,,Silver
13042,F,United States,29.0,173.0,68.0,Gold
13042,F,United States,33.0,173.0,68.0,Gold
13050,M,Hungary,20.0,,,Gold
13050,M,Hungary,24.0,,,Gold
13067,M,West Germany,31.0,186.0,73.0,Bronze
13069,M,Italy,29.0,,,Bronze
13071,M,Kenya,23.0,177.0,61.0,Silver
13076,M,Yugoslavia,23.0,,,Gold
13079,M,Yugoslavia,22.0,196.0,110.0,Silver
13079,M,Yugoslavia,26.0,196.0,110.0,Gold
13084,M,Italy,19.0,,,Bronze
13091,M,Italy,23.0,200.0,94.0,Silver
13106,M,France,28.0,201.0,95.0,Silver
13108,M,Italy,25.0,,,Gold
13112,F,Bulgaria,23.0,176.0,69.0,Bronze
13117,M,Swift,26.0,,,Gold
13120,M,New Zealand,26.0,189.0,89.0,Gold
13120,M,New Zealand,30.0,189.0,89.0,Gold
13125,F,Romania,21.0,178.0,74.0,Bronze
13127,M,Soviet Union,32.0,183.0,113.0,Gold
13127,M,Soviet Union,36.0,183.0,113.0,Bronze
13128,M,Russia,22.0,160.0,58.0,Bronze
13128,M,Russia,22.0,160.0,58.0,Silver
13131,M,Ukraine,26.0,198.0,77.0,Bronze
13135,F,Soviet Union,28.0,154.0,42.0,Gold
13144,M,Denmark,30.0,,,Silver
13145,M,Sweden,40.0,,,Gold
13145,M,Sweden,56.0,,,Silver
13151,M,France,27.0,168.0,,Gold
13151,M,France,31.0,168.0,,Silver
13153,M,Germany,24.0,,,Silver
13155,M,France,21.0,186.0,77.0,Silver
13166,M,Italy,23.0,185.0,80.0,Bronze
13187,M,South Korea,28.0,190.0,95.0,Gold
13197,M,United States,24.0,179.0,60.0,Gold
13197,M,United States,26.0,179.0,60.0,Silver
13197,M,United States,30.0,179.0,60.0,Gold
13200,F,Canada,24.0,170.0,63.0,Gold
13202,M,Italy,33.0,,,Bronze
13203,M,Italy,20.0,,,Gold
13216,M,France,39.0,,,Gold
13219,M,Italy,35.0,188.0,85.0,Bronze
13227,F,Germany,23.0,168.0,61.0,Gold
13229,M,Poland,27.0,181.0,105.0,Bronze
13230,M,East Germany,21.0,187.0,146.5,Bronze
13230,M,East Germany,24.0,187.0,146.5,Silver
13233,M,France,26.0,167.0,60.0,Gold
13234,M,Norway,23.0,,,Silver
13244,M,France,20.0,,,Bronze
13249,M,France,29.0,172.0,76.0,Silver
13251,F,France,17.0,175.0,64.0,Bronze
13264,M,France,26.0,180.0,,Silver
13265,M,United States,28.0,175.0,81.0,Silver
13270,M,France,25.0,172.0,74.0,Gold
13271,M,France,31.0,,,Bronze
13275,M,Italy,22.0,167.0,,Silver
13276,M,Italy,28.0,182.0,85.0,Silver
13276,M,Italy,28.0,182.0,85.0,Silver
13276,M,Italy,32.0,182.0,85.0,Gold
13276,M,Italy,36.0,182.0,85.0,Silver
13286,M,Germany,22.0,183.0,84.0,Silver
13286,M,East Germany,26.0,183.0,84.0,Bronze
13290,M,United States,33.0,187.0,,Gold
13292,F,Romania,18.0,,,Silver
13292,F,Romania,18.0,,,Bronze
13300,M,France,29.0,183.0,72.0,Silver
13301,M,France,21.0,,,Bronze
13302,M,United States,25.0,188.0,79.0,Gold
13303,F,Netherlands,34.0,178.0,72.0,Silver
13303,F,Netherlands,42.0,178.0,72.0,Silver
13306,M,Belgium,31.0,,,Bronze
13317,F,Netherlands,26.0,178.0,63.0,Silver
13319,F,Netherlands,23.0,163.0,57.0,Bronze
13319,F,Netherlands,27.0,163.0,57.0,Silver
13319,F,Netherlands,31.0,163.0,57.0,Gold
13325,F,Netherlands,27.0,168.0,63.0,Bronze
13325,F,Netherlands,31.0,168.0,63.0,Silver
13327,M,Belgium,26.0,184.0,81.0,Silver
13332,M,Thailand,24.0,173.0,64.0,Gold
13332,M,Thailand,28.0,173.0,64.0,Silver
13346,M,Austria,41.0,178.0,65.0,Silver
13347,F,Thailand,19.0,159.0,49.0,Bronze
13351,M,West Germany,30.0,176.0,75.0,Bronze
13353,M,Netherlands,21.0,,,Bronze
13358,M,United States,21.0,,,Silver
13359,M,Australia,25.0,190.0,93.0,Silver
13362,M,Australia,29.0,169.0,78.0,Bronze
13362,M,Australia,33.0,169.0,78.0,Silver
13365,M,United States,25.0,185.0,68.0,Silver
13367,F,Great Britain,26.0,,,Silver
13369,F,United States,18.0,173.0,66.0,Gold
13371,M,United States,23.0,203.0,99.0,Gold
13372,M,United States,22.0,206.0,117.0,Bronze
13372,M,United States,26.0,206.0,117.0,Gold
13375,M,Tajikistan,25.0,175.0,73.0,Bronze
13377,M,Sweden,23.0,197.0,100.0,Silver
13381,M,United States,19.0,,,Bronze
13387,M,United States,22.0,178.0,68.0,Gold
13391,M,Croatia,29.0,190.0,94.0,Bronze
13395,M,Norway,26.0,193.0,84.0,Bronze
13397,M,United States,30.0,195.0,89.0,Silver
13401,F,Germany,23.0,178.0,70.0,Silver
13401,F,Australia,27.0,178.0,70.0,Bronze
13401,F,Australia,31.0,178.0,70.0,Bronze
13404,M,Russia,21.0,178.0,63.0,Gold
13405,F,East Germany,22.0,176.0,65.0,Gold
13406,M,Germany,27.0,178.0,81.0,Silver
13406,M,Germany,31.0,178.0,81.0,Bronze
13408,F,Netherlands,28.0,,,Gold
13415,M,France,20.0,175.0,68.0,Silver
13419,F,United States,19.0,,,Gold
13422,M,United States,37.0,185.0,91.0,Gold
13428,M,Italy,29.0,180.0,68.0,Gold
13436,M,France,27.0,197.0,100.0,Gold
13439,M,Italy,23.0,191.0,87.0,Gold
13444,M,Soviet Union,26.0,179.0,73.0,Gold
13446,M,Sweden,22.0,,,Bronze
13447,M,Sweden,22.0,,,Silver
13447,M,Sweden,22.0,,,Silver
13447,M,Sweden,22.0,,,Bronze
13447,M,Sweden,26.0,,,Bronze
13447,M,Sweden,26.0,,,Gold
13449,M,United States,35.0,,,Silver
13462,M,Brazil,19.0,203.0,98.0,Silver
13462,M,Brazil,23.0,203.0,98.0,Bronze
13462,M,Brazil,23.0,203.0,98.0,Silver
13462,M,Brazil,27.0,203.0,98.0,Bronze
13466,M,Brazil,27.0,199.0,99.0,Gold
13469,M,Uruguay,30.0,,,Bronze
13503,M,Bulgaria,25.0,185.0,87.0,Bronze
13506,M,Soviet Union,28.0,,,Silver
13510,M,Soviet Union,33.0,170.0,85.0,Gold
13510,M,Soviet Union,33.0,170.0,85.0,Silver
13510,M,Soviet Union,37.0,170.0,85.0,Bronze
13515,F,Russia,19.0,184.0,95.0,Bronze
13517,F,Bulgaria,25.0,170.0,64.0,Bronze
13519,M,Mexico,23.0,,,Bronze
13524,M,Mexico,24.0,,,Bronze
13527,M,Uruguay,30.0,,,Gold
13528,M,Sweden,24.0,184.0,92.0,Silver
13535,M,Hungary,23.0,175.0,68.0,Gold
13536,M,Germany,28.0,185.0,83.0,Silver
13539,M,Germany,14.0,,,Silver
13540,M,Great Britain,25.0,,,Gold
13545,F,Belgium,22.0,172.0,57.0,Silver
13557,M,Germany,24.0,,,Gold
13563,F,Germany,26.0,166.0,64.0,Gold
13581,F,Ukraine,22.0,192.0,75.0,Bronze
13587,M,Soviet Union,25.0,178.0,74.0,Gold
13589,F,Germany,22.0,184.0,77.0,Gold
13589,F,Germany,26.0,184.0,77.0,Gold
13589,F,Germany,30.0,184.0,77.0,Gold
13589,F,Germany,34.0,184.0,77.0,Gold
13589,F,Germany,38.0,184.0,77.0,Bronze
13590,M,Australia,21.0,183.0,104.0,Bronze
13591,M,Romania,27.0,184.0,88.0,Bronze
13591,M,Romania,31.0,184.0,88.0,Bronze
13595,M,Hungary,27.0,186.0,95.0,Gold
13595,M,Hungary,31.0,186.0,95.0,Bronze
13595,M,Hungary,35.0,186.0,95.0,Gold
13604,M,East Germany,21.0,177.0,76.0,Silver
13605,M,East Germany,31.0,172.0,83.0,Bronze
13605,M,East Germany,35.0,172.0,83.0,Silver
13608,F,Soviet Union,18.0,180.0,75.0,Gold
13620,M,New Zealand,27.0,174.0,69.0,Gold
13623,M,Cuba,24.0,160.0,59.0,Gold
13627,M,Great Britain,30.0,,,Silver
13632,M,West Germany,27.0,176.0,76.0,Gold
13632,M,West Germany,31.0,176.0,76.0,Silver
13632,M,Germany,35.0,176.0,76.0,Gold
13636,M,Cuba,21.0,185.0,78.0,Gold
13640,M,Romania,26.0,175.0,80.0,Silver
13643,M,Italy,20.0,167.0,,Gold
13647,M,Soviet Union,23.0,191.0,89.0,Bronze
13648,M,Unified Team,27.0,175.0,82.0,Gold
13659,M,Heira II,41.0,,,Gold
13661,M,Soviet Union,27.0,179.0,80.0,Bronze
13670,F,Italy,20.0,170.0,55.0,Silver
13670,F,Italy,24.0,170.0,55.0,Gold
13670,F,Italy,28.0,170.0,55.0,Gold
13682,M,United States,21.0,195.0,95.0,Gold
13683,F,Ukraine,28.0,188.0,72.0,Bronze
13684,M,Soviet Union,19.0,191.0,88.0,Silver
13687,M,Russia,23.0,183.0,70.0,Gold
13689,F,Unified Team,28.0,,,Bronze
13691,M,Soviet Union,22.0,183.0,80.0,Gold
13691,M,Soviet Union,22.0,183.0,80.0,Gold
13691,M,Soviet Union,22.0,183.0,80.0,Silver
13691,M,Soviet Union,26.0,183.0,80.0,Bronze
13691,M,Soviet Union,26.0,183.0,80.0,Bronze
13696,M,East Germany,24.0,188.0,92.0,Bronze
13698,M,Netherlands,22.0,190.0,83.0,Silver
13698,M,Netherlands,26.0,190.0,83.0,Silver
13699,M,Netherlands,25.0,168.0,49.0,Bronze
13703,M,Netherlands,20.0,190.0,85.0,Silver
13705,F,Netherlands,28.0,181.0,69.0,Silver
13706,F,Netherlands,30.0,175.0,62.0,Silver
13708,F,Czechoslovakia,20.0,162.0,59.0,Bronze
13708,F,Czechoslovakia,24.0,162.0,59.0,Silver
13708,F,Czechoslovakia,28.0,162.0,59.0,Silver
13708,F,Czechoslovakia,28.0,162.0,59.0,Gold
13710,M,Italy,22.0,180.0,79.0,Silver
13710,M,Italy,26.0,180.0,79.0,Silver
13710,M,Italy,30.0,180.0,79.0,Bronze
13717,F,Netherlands,24.0,183.0,70.0,Silver
13717,F,Netherlands,28.0,183.0,70.0,Bronze
13717,F,Netherlands,32.0,183.0,70.0,Bronze
13720,M,Switzerland,,,,Silver
13725,M,Netherlands,36.0,,,Bronze
13725,M,Netherlands,40.0,,,Silver
13725,M,Netherlands,40.0,,,Silver
13726,M,France,29.0,180.0,74.0,Gold
13732,M,West Germany,21.0,187.0,90.0,Gold
13733,M,Poland,26.0,189.0,88.0,Gold
13739,M,United States,24.0,208.0,104.0,Gold
13748,M,Italy,24.0,176.0,75.0,Bronze
13749,M,Serbia and Montenegro,25.0,197.0,87.0,Gold
13750,M,Yugoslavia,21.0,,,Silver
13752,M,Croatia,29.0,196.0,96.0,Gold
13753,F,Serbia,19.0,193.0,82.0,Silver
13755,M,Spain,34.0,190.0,86.0,Silver
13758,M,Belgium,24.0,,,Bronze
13762,M,Belgium,,,,Silver
13763,M,France,22.0,192.0,84.0,Silver
13767,M,Netherlands,31.0,,,Bronze
13774,M,Switzerland,,,,Bronze
13775,F,Canada,22.0,178.0,82.0,Bronze
13776,M,Italy,20.0,171.0,71.0,Silver
13781,M,Argentina,23.0,176.0,75.0,Silver
13783,M,Argentina,22.0,194.0,96.0,Silver
13790,M,France,50.0,176.0,80.0,Gold
13797,M,United States,21.0,187.0,74.0,Gold
13797,M,United States,25.0,187.0,74.0,Silver
13797,M,United States,29.0,187.0,74.0,Bronze
13798,M,Sweden,42.0,,,Silver
13800,M,Sweden,29.0,,,Bronze
13801,F,Italy,25.0,164.0,59.0,Gold
13802,F,United States,21.0,183.0,78.0,Gold
13806,F,Hungary,26.0,180.0,69.0,Silver
13814,M,Mexico,19.0,170.0,68.0,Bronze
13822,M,Soviet Union,27.0,,,Silver
13822,M,Soviet Union,27.0,,,Gold
13844,M,East Germany,26.0,195.0,91.0,Gold
13854,F,United States,16.0,173.0,61.0,Gold
13857,M,Hungary,20.0,166.0,60.0,Bronze
13860,F,United States,15.0,165.0,49.0,Gold
13860,F,United States,15.0,165.0,49.0,Gold
13870,F,Canada,18.0,175.0,71.0,Silver
13870,F,Canada,22.0,175.0,71.0,Gold
13870,F,Canada,26.0,175.0,71.0,Gold
13870,F,Canada,30.0,175.0,71.0,Gold
13880,M,Italy,31.0,,99.0,Gold
13882,M,United States,21.0,194.0,87.0,Silver
13882,M,United States,21.0,194.0,87.0,Gold
13890,M,Austria,34.0,185.0,80.0,Silver
13890,M,Austria,38.0,185.0,80.0,Bronze
13908,F,Tunisia,27.0,167.0,56.0,Bronze
13909,M,France,27.0,180.0,70.0,Bronze
13916,M,United States,20.0,186.0,84.0,Silver
13931,M,L'Aile VI,46.0,,,Gold
13935,M,Canada,21.0,171.0,72.0,Silver
13935,M,Canada,25.0,171.0,72.0,Bronze
13935,M,Canada,25.0,171.0,72.0,Gold
13935,M,Canada,25.0,171.0,72.0,Gold
13942,M,France,24.0,187.0,82.0,Bronze
13944,M,France,23.0,,,Bronze
13956,M,Belgium,25.0,,,Gold
13956,M,Belgium,25.0,,,Gold
13961,M,France,25.0,175.0,68.0,Silver
13969,M,United States,23.0,175.0,73.0,Gold
13969,M,United States,23.0,175.0,73.0,Bronze
13969,M,United States,27.0,175.0,73.0,Bronze
13969,M,United States,27.0,175.0,73.0,Silver
13974,M,France,21.0,176.0,67.0,Silver
13978,F,Canada,21.0,165.0,61.0,Silver
13978,F,Canada,25.0,165.0,61.0,Bronze
13979,M,Netherlands,32.0,201.0,92.0,Silver
13989,M,Great Britain,25.0,183.0,71.0,Silver
13995,M,France,33.0,,,Silver
13996,M,France,21.0,168.0,,Gold
13996,M,France,25.0,168.0,,Silver
13996,M,France,37.0,168.0,,Gold
14002,M,France,22.0,166.0,61.0,Silver
14010,M,France,19.0,172.0,70.0,Bronze
14010,M,France,23.0,172.0,70.0,Silver
14011,M,France,21.0,,,Silver
14017,M,Togo,27.0,176.0,73.0,Bronze
14025,M,Morocco,26.0,167.0,60.0,Bronze
14031,M,France,25.0,,,Bronze
14037,M,France,26.0,,,Bronze
14046,F,Algeria,24.0,158.0,49.0,Gold
14053,M,Caprice,25.0,,,Bronze
14058,F,Netherlands,20.0,,,Bronze
14059,M,Netherlands,19.0,,,Bronze
14076,M,Greece,24.0,186.0,103.0,Bronze
14085,M,France,24.0,184.0,78.0,Gold
14092,M,Canada,25.0,175.0,79.0,Bronze
14101,M,United States,26.0,193.0,89.0,Silver
14104,M,France,31.0,172.0,65.0,Bronze
14104,M,France,35.0,172.0,65.0,Bronze
14106,M,France,24.0,181.0,77.0,Bronze
14106,M,France,28.0,181.0,77.0,Bronze
14106,M,France,28.0,181.0,77.0,Silver
14120,M,Belgium,32.0,,,Bronze
14128,M,United States,27.0,183.0,75.0,Gold
14131,M,Canada,17.0,,,Bronze
14138,M,France,27.0,173.0,70.0,Bronze
14142,M,Switzerland,13.0,,,Gold
14153,M,United States,22.0,195.0,95.0,Gold
14158,M,France,20.0,167.0,72.0,Silver
14158,M,France,24.0,167.0,72.0,Silver
14159,M,France,27.0,188.0,86.0,Silver
14162,M,France,26.0,185.0,69.0,Bronze
14172,M,Morocco,21.0,171.0,60.0,Gold
14181,M,France,21.0,177.0,78.0,Bronze
14183,M,Netherlands,18.0,,,Bronze
14188,M,France,22.0,177.0,72.0,Bronze
14201,M,Netherlands,19.0,,,Bronze
14202,F,Netherlands,27.0,184.0,72.0,Bronze
14202,F,Netherlands,31.0,184.0,72.0,Silver
14204,M,Netherlands,23.0,,,Bronze
14207,M,Netherlands,22.0,,,Bronze
14210,M,Canada,30.0,193.0,95.0,Gold
14211,F,Netherlands,24.0,177.0,68.0,Silver
14211,F,Netherlands,28.0,177.0,68.0,Gold
14217,M,Czechoslovakia,27.0,,,Silver
14224,M,France,28.0,180.0,71.0,Bronze
14226,M,Netherlands,22.0,185.0,90.0,Bronze
14226,M,Netherlands,30.0,185.0,90.0,Gold
14227,M,Trinidad and Tobago,21.0,196.0,74.0,Bronze
14230,M,Soviet Union,22.0,189.0,83.0,Silver
14233,M,Italy,23.0,185.0,78.0,Gold
14233,M,Italy,27.0,185.0,78.0,Bronze
14234,M,Italy,21.0,181.0,75.0,Bronze
14235,M,France,25.0,170.0,92.0,Silver
14236,M,Italy,22.0,202.0,95.0,Silver
14249,M,United States,21.0,195.0,99.0,Silver
14253,F,United States,28.0,172.0,74.0,Gold
14257,F,Australia,26.0,167.0,67.0,Bronze
14259,M,Devon and Somerset Wanderers,26.0,,,Gold
14266,F,United States,25.0,175.0,58.0,Silver
14266,F,United States,25.0,175.0,58.0,Bronze
14266,F,United States,25.0,175.0,58.0,Gold
14268,M,Vision,34.0,,,Silver
14276,F,United States,20.0,155.0,63.0,Gold
14283,F,Australia,25.0,165.0,57.0,Gold
14284,F,United States,29.0,188.0,90.0,Silver
14298,F,United States,22.0,170.0,,Gold
14299,F,United States,27.0,172.0,67.0,Gold
14299,F,United States,31.0,172.0,67.0,Gold
14299,F,United States,35.0,172.0,67.0,Gold
14302,F,Germany,25.0,175.0,98.0,Silver
14312,F,Russia,34.0,176.0,64.0,Gold
14314,F,Soviet Union,24.0,159.0,60.0,Gold
14314,F,Soviet Union,24.0,159.0,60.0,Gold
14314,F,Soviet Union,24.0,159.0,60.0,Gold
14327,F,Australia,20.0,185.0,80.0,Bronze
14327,F,Australia,24.0,185.0,80.0,Silver
14332,M,United States,25.0,180.0,79.0,Gold
14338,M,United States,26.0,191.0,95.0,Bronze
14340,M,Toronto Argonauts,28.0,,,Silver
14356,M,United States,30.0,190.0,95.0,Silver
14361,M,Canada,31.0,184.0,72.0,Silver
14364,M,Australia,22.0,185.0,86.0,Bronze
14365,F,Russia,36.0,180.0,63.0,Gold
14368,M,Canada,33.0,180.0,86.0,Gold
14374,F,Australia,17.0,168.0,57.0,Silver
14374,F,Australia,21.0,168.0,57.0,Silver
14374,F,Australia,21.0,168.0,57.0,Silver
14381,M,United States,21.0,,,Bronze
14383,M,Norway,27.0,181.0,66.0,Bronze
14388,M,Peru,19.0,176.0,95.0,Silver
14394,F,United States,22.0,173.0,77.0,Silver
14397,M,Soviet Union,22.0,179.0,74.0,Bronze
14402,M,Bulgaria,20.0,168.0,48.0,Silver
14402,M,Bulgaria,24.0,168.0,48.0,Gold
14403,M,Bulgaria,33.0,,,Bronze
14406,F,Bulgaria,28.0,180.0,75.0,Bronze
14416,M,France,27.0,,,Bronze
14417,M,France,17.0,,,Silver
14422,M,Hungary,25.0,,,Gold
14425,M,Hungary,26.0,,,Gold
14426,M,Italy,29.0,,,Gold
14428,M,Italy,23.0,185.0,,Bronze
14430,M,France,36.0,186.0,90.0,Bronze
14435,M,Norway,21.0,185.0,77.0,Gold
14436,F,Norway,22.0,,,Bronze
14437,M,Denmark,28.0,,,Silver
14439,M,Norway,19.0,,,Silver
14440,M,Norway,23.0,182.0,76.0,Bronze
14451,F,Denmark,24.0,174.0,70.0,Gold
14451,F,Denmark,29.0,174.0,70.0,Gold
14452,M,Norway,22.0,,,Silver
14452,M,Norway,26.0,,,Bronze
14452,M,Norway,34.0,,,Silver
14453,M,Norway,20.0,183.0,73.0,Silver
14453,M,Norway,28.0,183.0,73.0,Silver
14457,M,Netherlands,25.0,,,Bronze
14459,M,Norway,23.0,180.0,70.0,Gold
14460,M,Norway,31.0,,,Silver
14460,M,Norway,33.0,,,Gold
14462,M,Great Britain,23.0,189.0,88.0,Bronze
14462,M,Great Britain,31.0,189.0,88.0,Bronze
14462,M,Great Britain,31.0,189.0,88.0,Gold
14468,M,Italy,29.0,197.0,94.0,Silver
14468,M,Italy,34.0,197.0,94.0,Bronze
14469,M,Italy,27.0,173.0,,Silver
14482,M,Germany,23.0,,,Gold
14482,M,Germany,23.0,,,Silver
14484,M,United States,29.0,,,Gold
14484,M,United States,29.0,,,Silver
14492,M,Australia,20.0,178.0,80.0,Bronze
14492,M,Australia,28.0,178.0,80.0,Gold
14496,M,United States,23.0,183.0,116.5,Silver
14496,M,United States,31.0,183.0,116.5,Silver
14503,F,Australia,24.0,178.0,74.0,Bronze
14504,M,United States,21.0,196.0,93.0,Gold
14508,M,United States,25.0,188.0,91.0,Bronze
14510,M,United States,22.0,178.0,79.0,Silver
14517,M,United States,24.0,,,Gold
14529,M,United States,29.0,185.0,86.0,Silver
14541,M,Belgium,25.0,,,Gold
14544,M,United States,25.0,190.0,89.0,Gold
14548,F,Soviet Union,29.0,165.0,57.0,Gold
14549,M,Italy,23.0,167.0,,Silver
14549,M,Italy,23.0,167.0,,Silver
14549,M,Italy,25.0,167.0,,Gold
14549,M,Italy,29.0,167.0,,Gold
14549,M,Italy,29.0,167.0,,Gold
14550,M,Soviet Union,23.0,,,Silver
14556,M,Union des Socits Franais de Sports Athletiques,,,,Silver
14563,F,Canada,25.0,178.0,71.0,Silver
14569,M,Cuba,23.0,188.0,135.0,Bronze
14570,M,Great Britain,43.0,180.0,83.0,Gold
14575,M,Yugoslavia,31.0,,,Silver
14578,F,Great Britain,26.0,169.0,60.0,Silver
14578,F,Great Britain,30.0,169.0,60.0,Silver
14580,F,Serbia,28.0,196.0,82.0,Silver
14588,M,Canada,34.0,185.0,73.0,Bronze
14596,M,Italy,21.0,178.0,70.0,Bronze
14597,M,New Zealand,23.0,178.0,82.0,Gold
14601,F,Brazil,30.0,170.0,68.0,Silver
14611,M,Cameroon,19.0,176.0,75.0,Gold
14612,F,Australia,22.0,180.0,79.0,Bronze
14614,F,Switzerland,30.0,164.0,50.0,Bronze
14615,M,United States,29.0,195.0,93.0,Bronze
14616,F,South Africa,29.0,,,Gold
14617,M,United States,24.0,,,Gold
14623,M,Netherlands,19.0,,,Silver
14629,F,Germany,25.0,174.0,60.0,Bronze
14640,M,Hungary,23.0,,,Gold
14640,M,Hungary,35.0,,,Silver
14653,M,United States,32.0,162.0,58.0,Bronze
14654,M,United States,28.0,165.0,62.0,Gold
14667,M,Minerva Amsterdam,25.0,,,Gold
14667,M,Minerva Amsterdam,25.0,,,Bronze
14668,M,Germany,29.0,,,Gold
14670,M,Germany,20.0,183.0,83.0,Silver
14678,M,Norway,22.0,,,Bronze
14678,M,Norway,22.0,,,Bronze
14682,M,Hungary,22.0,175.0,74.0,Silver
14693,M,East Germany,27.0,180.0,76.0,Bronze
14693,M,East Germany,31.0,180.0,76.0,Gold
14698,F,Romania,23.0,175.0,64.0,Silver
14698,F,Romania,31.0,175.0,64.0,Gold
14702,M,Gallia II,38.0,,,Bronze
14704,M,Germany,24.0,,,Gold
14706,M,Great Britain,26.0,171.0,64.0,Gold
14707,M,Great Britain,28.0,,,Gold
14710,M,Ukraine,23.0,184.0,65.0,Gold
14711,M,Netherlands,25.0,,,Silver
14713,M,Canada,21.0,173.0,71.0,Gold
14754,F,Germany,21.0,170.0,68.0,Silver
14759,M,West Germany,20.0,186.0,81.0,Gold
14759,M,West Germany,20.0,186.0,81.0,Gold
14760,M,Germany,21.0,180.0,68.0,Bronze
14760,M,Germany,21.0,180.0,68.0,Silver
14760,M,Germany,25.0,180.0,68.0,Silver
14763,M,Poland,21.0,187.0,90.0,Silver
14763,M,Poland,21.0,187.0,90.0,Bronze
14771,F,Germany,27.0,174.0,65.0,Bronze
14778,M,West Germany,19.0,,,Bronze
14802,M,United States,24.0,,,Bronze
14804,F,Great Britain,26.0,164.0,58.0,Gold
14808,M,Brazil,27.0,,,Bronze
14810,M,Brazil,22.0,183.0,75.0,Gold
14812,M,Lithuania,28.0,204.0,108.0,Bronze
14817,F,New Zealand,26.0,171.0,70.0,Silver
14829,M,Great Britain,30.0,,,Gold
14834,M,East Germany,24.0,178.0,78.0,Bronze
14835,M,Germany,20.0,175.0,70.0,Bronze
14840,M,Taifun,32.0,,,Gold
14840,M,Jo,40.0,,,Gold
14843,M,United States,33.0,185.0,,Bronze
14845,M,Italy,33.0,177.0,72.0,Silver
14846,F,Belgium,27.0,175.0,68.0,Silver
14847,F,United States,35.0,175.0,61.0,Bronze
14852,M,Norway,26.0,176.0,60.0,Gold
14852,M,Norway,26.0,176.0,60.0,Silver
14862,F,United States,19.0,180.0,73.0,Silver
14863,M,United States,21.0,183.0,83.0,Bronze
14863,M,United States,21.0,183.0,83.0,Bronze
14863,M,United States,21.0,183.0,83.0,Silver
14863,M,United States,25.0,183.0,83.0,Bronze
14874,M,France,22.0,167.0,68.0,Bronze
14874,M,France,22.0,167.0,68.0,Silver
14876,M,United States,22.0,170.0,80.0,Bronze
14877,M,Namoussa,44.0,,,Bronze
14886,M,East Germany,25.0,169.0,63.0,Bronze
14886,M,East Germany,29.0,169.0,63.0,Bronze
14889,F,East Germany,18.0,169.0,57.0,Silver
14889,F,East Germany,18.0,169.0,57.0,Gold
14889,F,East Germany,22.0,169.0,57.0,Bronze
14889,F,East Germany,22.0,169.0,57.0,Silver
14892,F,West Germany,20.0,170.0,62.0,Silver
14896,M,Switzerland,18.0,,,Bronze
14897,M,United States,20.0,,,Bronze
14899,F,Norway,28.0,172.0,,Gold
14899,F,Norway,32.0,172.0,,Gold
14900,M,Germany,36.0,,,Silver
14905,M,United States,21.0,190.0,67.0,Gold
14909,M,Italy,25.0,185.0,78.0,Bronze
14916,M,Finland,24.0,,,Silver
14919,F,Canada,22.0,177.0,65.0,Silver
14926,M,Great Britain,23.0,176.0,67.0,Gold
14928,F,Germany,18.0,185.0,69.0,Silver
14929,M,Germany,24.0,,,Gold
14929,M,Germany,28.0,,,Bronze
14930,M,Germany,24.0,192.0,92.0,Gold
14930,M,Germany,28.0,192.0,92.0,Gold
14930,M,Germany,28.0,192.0,92.0,Gold
14932,M,Norway,23.0,170.0,,Gold
14932,M,Norway,23.0,170.0,,Silver
14932,M,Norway,26.0,170.0,,Gold
14932,M,Norway,31.0,170.0,,Silver
14935,M,Denmark,51.0,,,Bronze
14946,M,Australia,24.0,182.0,79.0,Bronze
14946,M,Australia,28.0,182.0,79.0,Gold
14947,M,Canada,30.0,,,Gold
14949,M,Australia,25.0,193.0,89.0,Gold
14952,M,Germany,29.0,,,Bronze
14955,M,Nina,56.0,,,Silver
14957,F,Canada,27.0,171.0,61.0,Silver
14958,M,Brazil,18.0,187.0,88.0,Bronze
